# title	range	note
卷首題記	T29n1558_p0045c05-p0045c09	卷題、譯者、品名，無需注意
中有形狀總說	T29n1558_p0045c10-p0045c12	頌文總攝中有形狀如本有
中有形量與燒觸之疑難	T29n1558_p0045c13-p0045c25	辨中有不互燒觸、量如五六歲兒、菩薩中有周圓相好
訖栗枳王十夢與雙生入胎	T29n1558_p0045c26-p0046a08	十夢表未來徵兆非實見；雙生前小後大；法善現頌與通釋
色界中有與衣、四有體性	T29n1558_p0046a08-p0046a19	中有與衣俱生表慚愧；死有生有本有中有四位定義
中有所見與業通無對	T29n1558_p0046a20-p0046b08	頌文總標；天眼所見、業通最疾、無對不可轉義
中有食香與住世久暫	T29n1558_p0046b08-p0046c08	健達縛食香義；中有住時異說（無定限、七日、七七日）；轉受相似類生之難
倒心趣胎與結生	T29n1558_p0046c09-p0046c22	中有起愛恚倒心入胎、依脇而住、非男非女之遮遣
羯剌藍成因與精血大種	T29n1558_p0046c23-T29n1558_p0047a02	精血即成根依或別生大種二說
濕化二生與地獄中有趣入	T29n1558_p0047a03-p0047a19	濕生染香、化生染處、地獄中有倒心趣火趣寒之相；天首上地獄頭下之因
入胎四種與正知差別	T29n1558_p0047a20-p0047b06	頌標四種入胎（輪王二佛及餘）、業智俱勝之由
福微福增二類倒想與四入胎廣釋	T29n1558_p0047b06-p0047b26	三位正不正知之相狀；轉輪王獨覺無上覺三品入胎差別
破我執立中有相續喻燈焰	T29n1558_p0047b27-p0047c13	頌破外道我執，明唯蘊由惑業相續入胎如燈焰
胎內五位次第與出生苦相	T29n1558_p0047c14-p0048a13	羯剌藍等五位頌文、胎中箭轉增趣產門、出胎苦相
生死無始有終與三生十二支總說	T29n1558_p0048a13-p0048a29	惑業相續無初有後邊；十二支三際安立頌
十二支體性別釋	T29n1558_p0048a29-p0048c09	無明行識名色六處觸受愛取有生老死逐支釋義
四種緣起與立支所以	T29n1558_p0048c09-p0048c29	剎那連縛分位遠續四種緣起；約位說從勝立支名
契經唯說有情緣起遣三際愚	T29n1558_p0049a02-p0049a22	前後中際愚惑相狀；三煩惱二業七事及果因略廣
惑業事相生次第遮無窮過	T29n1558_p0049a23-p0049c25	從惑生惑業、從業生事等頌；非理作意與無明因果之辯；緣起緣已生經文釋疑
經部破分位緣起與四句辨析	T29n1558_p0049c26-p0050a29	經部質難分位緣起違經義；望滿意四句之破斥
緣起句義論辯（聲論師詰難）	T29n1558_p0050a29-p0050c16	鉢剌底醫底界等聲論釋緣起字義及破立
依此有彼有二句釋義與諸師異說	T29n1558_p0050c16-p0051a19	決判果由生因非常因；軌範師等多家釋二句異解
惑業事展轉生起結成純大苦蘊	T29n1558_p0051a20-p0051b28	無明緣行乃至生緣老死之詳釋，總結純大苦蘊集義
卷末題記	T29n1558_p0051b28	卷末題記，無需注意
