# title	range	note
卷首品題	T29n1558_p0140a20-p0140a24	標明卷次、作者譯者與品名，翻譯可作題記處理。
十八不共法總標	T29n1558_p0140a25-p0140b02	承前智品，開出佛十八不共法；「盡智位修」要譯清楚。
佛十力	T29n1558_p0140b03-p0140b28	重點在十力各以何智為性、依地依身及名力之義；注意「或」表示異說。
佛身力	T29n1558_p0140b29-p0140c14	說那羅延力及身力體性；諸師異說要分清。
四無畏三念住大悲	T29n1558_p0140c15-p0141a27	依次說四無畏、三念住、大悲；大悲與普通悲有八因差別。
諸佛同異與三圓德	T29n1558_p0141a28-p0141c14	含諸佛相望平等差別、因果恩三圓德，以及信重佛德之利益。
共功德總標與無諍	T29n1558_p0141c15-p0142a06	由不共德轉入共德；無諍以止息他人緣己起惑為義。
願智	T29n1558_p0142a07-p0142a16	願智以先願引智，如願了知；注意毘婆沙師對無色境的說法。
四無礙解	T29n1558_p0142a17-p0142b22	法、義、詞、辯四無礙解；須辨自性、所緣、依地與加行。
邊際定得	T29n1558_p0142b23-p0142c14	說無諍、願智、四無礙解依邊際定得；佛與餘聖得法不同。
六通總說	T29n1558_p0142c15-p0143b18	總明六通自性、智攝、依地、所緣、修得與善無記等。
三明	T29n1558_p0143b19-p0143c03	以第五、第二、第六通立三明；重點是對治三際愚。
三示導	T29n1558_p0143c04-p0143c21	神變、記心、教誡三示導；教誡示導最尊的理由要譯明。
神境通行化	T29n1558_p0143c22-p0144a14	解「神境」二義，分行與化；意勢唯佛，化通欲色二界。
能變化心	T29n1558_p0144a15-p0144c05	十四化心、化語、留化身及修得生得等差別；異說要保留。
天眼耳與五通異得	T29n1558_p0144c06-p0145a11	說天眼耳根及神境等五類成就差別，並以卷末題結束。
