# title	range	note
卷題品名	T29n1558_p0083b13-p0083b17	卷首資訊，譯名、人名與品題照原文處理。
四業黑白總釋	T29n1558_p0083b18-p0083c15	說黑黑、白白、黑白、非黑非白四業；注意「非白」為密意說。
無漏思能盡諸業	T29n1558_p0083c16-p0084a02	分別見道、修道無漏思所斷純黑、雜業、純白業。
純黑雜業異說	T29n1558_p0084a03-p0084a12	二家異說：依地獄受等，或依欲界見修所斷判純黑、俱業。
三牟尼與三清淨	T29n1558_p0084a13-p0084a24	牟尼限無學；清淨即三妙行，注意二者立名目的。
三惡行與三妙行	T29n1558_p0084a25-p0084b13	惡行含不善三業與貪瞋邪見；妙行反之，並辨意業與煩惱差別。
十業道總攝惡妙行	T29n1558_p0084b14-p0084c17	十業道攝粗顯惡妙行；辨前七業道表、無表及加行後起。
三位建立與殺業例釋	T29n1558_p0084c18-p0085a24	說加行、根本、後起三位；以殺生為例，兼辨命終時成業道問題。
十業道互為加行後起	T29n1558_p0085a25-p0085b12	十業道可互作加行、後起；引經說殺乃至邪見從貪瞋癡生。
不善業道三根發起	T29n1558_p0085b13-p0086a01	詳列殺、盜、邪婬、語四業由貪瞋癡起加行；貪等意三由三根無間生。
善業道三位三善根起	T29n1558_p0086a02-p0086a15	善業道加行、根本、後起皆由無貪無瞋無癡起；以受具戒為例。
惡業道究竟與起處	T29n1558_p0086a16-p0086b06	分別何業由瞋、貪、癡或三根究竟，並說十業道所起處及俱死前死不成。
同事殺與殺生相	T29n1558_p0086b07-p0086c28	軍眾同事皆成殺業；定義殺生業道，並破不思殺亦得罪說。
不與取與欲邪行相	T29n1558_p0086c29-p0087b03	盜須他物想並取屬己；邪行依非境、非道、非處、非時四類判。
虛誑語與見聞覺知	T29n1558_p0087b04-p0088a06	虛誑語須染心異想、對方解義；兼辨見聞覺知四相與身表成誑語。
餘三語業與意三業道	T29n1558_p0088a07-p0088b20	離間、麁惡、雜穢語及貪、瞋、邪見業道；末行為卷尾題記。
