# title	range	note
卷首題名與譯者	T31n1585_p0023b16-p0023b19	僅為書名卷次與譯者銜名，照錄即可，無須意譯。
染污意受俱門	T31n1585_p0023b20-p0023c04	三家「有義」層層遮破末那受相應之說，末後定為唯捨受相應；並辨未轉依/已轉依心所數(二十一心所)。
末那性攝門(有覆無記)	T31n1585_p0023c05-p0023c11	釋「有覆」(障聖道隱蔽自心)、「無記」(非善非不善)之定義，並與上二界煩惱、已轉依第八識對比。
末那地繫門	T31n1585_p0023c12-p0023c18	說明末那隨所生地繫屬，區分「生彼地」與「彼所繫」二義，已轉依則非所繫。
染污意斷伏門	T31n1585_p0023c19-p0024a06	辨阿羅漢、滅盡定、出世道三位染意暫斷或永斷，注意雙重否定句式(非見所斷、非非所斷)及金剛喻定頓斷種子之說。
末那唯煩惱障或通二障之諍	T31n1585_p0024a07-p0024b09	兩家「有義」辯末那是否唯與煩惱障相應，引五同法等理證，留意「若無染意便無第七」與「若無阿賴耶便無第八」之類比論式。
末那三位差別與我法二執	T31n1585_p0024b10-p0024c06	補特伽羅我見/法我見/平等性智三位，我執依法執而起(夜迷杌喻)，八地以上我執永伏永斷。
第七識別有自體之聖教量	T31n1585_p0024c07-p0024c28	心意識三義(集起/思量/了別)、《入楞伽經》偈、《解脫經》染污意頌，偈頌需保持四句對仗。
不共無明證有末那(上)	T31n1585_p0024c29-p0025b03	不共無明定義及恒行/獨行二種辨析，多重「有義」論諍，注意「不共」一詞在不同脈絡下含義不同。
眼色為緣證有末那	T31n1585_p0025b04-p0025b15	論證意識須有不共俱有依(即末那)，類比五識與五根關係。
思量名意與無想滅定證	T31n1585_p0025b16-p0025c08	「思量名意」邏輯論證(等無間意已滅非有)，及無想定、滅盡定須有末那方能解釋差別因。
異生三性心恒帶我執證	T31n1585_p0025c09-p0026a11	論證善染無記心皆帶我執方成有漏，末段總結「隨攝大乘略述六種」理趣，並說明隨轉理門。
第三能變總說(了境為性相)	T31n1585_p0026a12-p0026b09	頌「次第三能變」四句須完整翻譯，說明六識隨根隨境立名之五義(依發屬助如根)。
六識三性分別	T31n1585_p0026b10-p0026c11	善不善俱非之定義，兩家「有義」辯六識三性是否俱起(同外門轉 vs 率爾等流五識容俱)。
六位心所總說	T31n1585_p0026c12-p0027a07	頌「此心所遍行別境善煩惱隨煩惱不定皆三受相應」，六位五十一心所總數及四一切辨五差別。
六識三受相應詳論	T31n1585_p0027a08-p0027c26	篇幅最長：樂苦不苦不樂三受、身心受、五受(苦樂憂喜捨)、意地慼受名憂或苦諸家異說，及三受是否俱起終辯，須分清各「有義」立場界線。
遍行心所(觸等五)論證	T31n1585_p0027c27-p0028a18	頌「初遍行觸等」，引契經證觸作意受想思為遍行，並以「識起必有三和」等理成立。
別境心所：欲、勝解、念、定	T31n1585_p0028a19-p0028c10	逐一心所依「云何為X,於...為性,...為業」句式定義，多家異說並陳，術語譯法需前後一致(審決印持、明記不忘等)。
別境心所：慧	T31n1585_p0028c11-p0028c18	簡擇斷疑之定義，並駁斥《對法》以定慧為遍行(大地法)之說。
別境五法俱不俱及受相應總結	T31n1585_p0028c19-p0029b10	欲等五互資與否、三十一句俱起分析、五識與七八識別境五之有無、別境與受相應之終論，末附卷末題記。
