# title	range	note
卷題與品名	T30n1579_p0723b13-p0723b17	交代卷次、譯者與攝決擇分科目。
依住與四種所緣境	T30n1579_p0723b18-p0723c02	辨析止觀所緣及共同所緣。
修習止觀之方便	T30n1579_p0723c03-p0724a02	注意奢摩他、毘鉢舍那的修習次第與作意差別。
三摩地影像唯識	T30n1579_p0724a03-p0724a26	以鏡喻說明影像唯識及凡夫顛倒執著。
止觀種類與修習方式	T30n1579_p0724a27-p0724b12	說明三種毘鉢舍那及三種、八種、四種奢摩他。
依法與不依法修止觀	T30n1579_p0724b13-p0724c08	辨別隨法行與隨信行的根鈍差異。
緣別法、緣總法	T30n1579_p0724c09-p0724c22	分判小總、大總、無量總法。
緣總法止觀之成就	T30n1579_p0724c23-p0725a18	說五種成就相及通達、證得地位。
止相、舉相、捨相	T30n1579_p0725a19-p0725b08	兼說菩薩知法的五種相。
菩薩知義的十種相	T30n1579_p0725b09-p0725c22	詳釋盡所有性、如所有性及諸義類。
五義、四義、三義知義	T30n1579_p0725c23-p0726b17	統攝遍知義、心識義、文義與智見差別。
真如作意遣除諸相	T30n1579_p0726b18-p0726b28	以真如作意遣除名、句、文、義及界相。
觀察心與十相空除	T30n1579_p0726b29-p0727a08	說三種能觀察心及十種難除之相。
總空性相	T30n1579_p0727a09-p0727a18	注意依他起、圓成實與遍計所執的關係。
止觀功德、因果與障礙	T30n1579_p0727a19-p0727b15	說止舉捨、止觀因果、所作業及五繫五蓋障礙。
五種心散動	T30n1579_p0727b16-p0727b29	分辨作意、外、內、相、麤重五種散動。
諸地所對治障	T30n1579_p0727c01-p0727c15	依初地至如來地說止觀所對治諸障。
止觀修行證得菩提	T30n1579_p0727c16-p0728a18	說依七真如修行，歷見道、修道乃至成佛。
六處威德、受滅與教法流通	T30n1579_p0728a19-p0728c11	兼攝心生住出增減、涅槃界受滅之義。
結說、重頌與教名	T30n1579_p0728c12-p0729a10	含佛陀勸修、偈頌、教名及聞法功德。
