# title	range	note
卷首與行苦、三受	T30n1579_p0663b07-p0663c23	說明行苦遍行三受及貪瞋癡所依
集滅道三諦	T30n1579_p0663c24-p0664a03	分判集諦、滅諦與道諦
建立四聖諦總義	T30n1579_p0664a04-p0664a08	說明建立聖諦的次第與目的
五食任持有情	T30n1579_p0664a09-p0664b12	辨五食及諸行住持因緣
段食義與四句分別	T30n1579_p0664b13-p0664c04	注意段食與觸食等差別
異熟法與異熟生法	T30n1579_p0664c05-p0665a16	分辨有異熟法、無異熟法及異熟生受
黑白業與異熟果	T30n1579_p0665a17-p0665b04	說白白、黑黑及黑白俱業
有因諸法	T30n1579_p0665b05-p0665b27	依種子、業果及引發因建立有因法
有果諸法	T30n1579_p0665b28-p0665c17	分辨等流、異熟、增上、士用及離繫果
緣生法	T30n1579_p0665c18-p0665c19	緣生法無主宰、無作者
內法五因	T30n1579_p0665c20-p0666a05	依假名、妄執、增上、種子及事故建立內法
五蘊名色	T30n1579_p0666a06-p0666a10	說色蘊與四無色蘊名色之義
執受諸法	T30n1579_p0666a11-p0666b02	辨執受色及其四種變異因緣
大種所造色	T30n1579_p0666b03-p0666c15	說四大種、所造色及有見無見色
有法與無上法	T30n1579_p0666c16-p0667a02	分辨有法、有漏無漏及涅槃無上
應修法與四修	T30n1579_p0667a03-p0667a19	說得修、習修、除去修及對治修
過去現在未來法	T30n1579_p0667a20-p0667b14	依五相分別三世諸法
三界繫法	T30n1579_p0667b15-p0667c25	說欲界、色界及無色界繫法
善不善無記法	T30n1579_p0667c26-p0668a10	分別善、不善、無記及其強盛因緣
學等諸法與甚深難見法總結	T30n1579_p0668a11-p0668b19	總攝學無學、三道所斷及諸法甚深難見義
