# title	range	note
卷首與品題	T30n1579_p0308c11-p0308c15	卷名、說譯者與本地分科名
宿作因論	T30n1579_p0308c16-p0309a25	辨宿業一因論；注意區分宿作、現法方便、雜因與現在功用
自在等作者論	T30n1579_p0309a26-p0309c11	破自在天等不平等因；嗢拕南攝四難：功能、攝不攝、有用無用、為因
害為正法論	T30n1579_p0309c12-p0310a21	破祭祀殺生可生天；注意呪術譬喻、內毒外毒、轉因轉果等問難
邊無邊論	T30n1579_p0310a22-p0310b09	依靜慮憶念成壞劫與方域而起四邊執
不死矯亂論	T30n1579_p0310b10-p0310c02	四種不死矯亂；重點在怖畏妄語、邪見、被詰問而迴避
無因見論	T30n1579_p0310c03-p0310c23	由靜慮與尋思起無因見；破宿住念無體、自我及內外物無因生
斷見論	T30n1579_p0310c24-p0311a16	七種斷滅見；注意蘊斷與我斷二路皆被破
空見論	T30n1579_p0311a17-p0311c22	兼破無施無業果、無父母、無化生、無阿羅漢與撥無三相
妄計最勝論	T30n1579_p0311c23-p0312a27	破婆羅門種姓最勝；以出生、業、受生、工巧、修證等平等難之
妄計清淨論	T30n1579_p0312a28-p0312c17	破五欲涅槃、四禪涅槃、水浴與狗戒等清淨執
妄計吉祥論與總結	T30n1579_p0312c18-p0313a11	破日月星宿吉凶論；末後總結十六異論皆不應理，含卷尾
