# title	range	note
卷首題名	T29n1558_p0155a21-p0155a25	卷名、作者、譯者與品名。
重擔經明蘊假立人	T29n1558_p0155a26-p0155b09	重擔、荷擔者皆依五取蘊相續假說，別譯時注意「數取趣」即補特伽羅假名。
化生有情與一人出生	T29n1558_p0155b10-p0155c11	破以化生有情、一補特伽羅生世間等經文證實我；重點在蘊相續、世俗一名、非實我。
不記命身一異與龍軍喻	T29n1558_p0155c12-p0156a25	以問者意樂說明佛不答命者與身一異、有我無我；龍軍與畢隣陀王果味喻要白話化。
不記十四無記之理	T29n1558_p0156a26-p0156c01	解釋世間常無常、有邊無邊、如來死後有無等不記，皆因問者執我而問。
流轉生死與宿命稱我	T29n1558_p0156c02-p0156c25	以火相續喻說有情流轉，並釋「昔我」為同一相續非真常我；末段總斥諸邪見。
無我而能憶念	T29n1558_p0156c26-p0157b06	說明記憶由相續中同類心差別與緣具足而生，不需實我作記憶主。
事用者與識能了境	T29n1558_p0157b07-p0157c04	破事用必待實作者；天授能行、識能了皆是依相續假立，識了境即帶境相。
心識次第相生差別	T29n1558_p0157c05-p0157c25	說心相續有住異與定次，修習力、近起明了等決定後心；孔雀輪頌表佛智難知。
破諸心從我及意合說	T29n1558_p0157c26-p0158a24	破外道以我生心、我與意合、我為依止等說；地與香等喻反成蘊上假立我。
我無作用與德句義執	T29n1558_p0158a25-p0158b06	若行力已能令心差別生，立我即多餘；並破以念等德必依實我為證。
為我造業與我執所緣	T29n1558_p0158b07-p0158b25	說造業為我受果只是我執取蘊相續；白黑老少等語顯我執緣蘊，不緣別實我。
無我而有作業受果	T29n1558_p0158b26-p0158c19	作受只是因緣勝用假名；身語意業由憶念、樂欲、尋伺、勤勇等展轉生，不需自在我。
業滅後感果之相續	T29n1558_p0158c20-p0159a13	以種子相續轉變差別喻業果成熟；重近數習先作之頌需保留業熟次第。
異熟等流與功能差別	T29n1558_p0159a14-p0159b08	分辨異熟因、同類因所引功能，並說業熏相續至何時與果唯佛能知。
結讚無我正道與卷末	T29n1558_p0159b09-p0159b15	結頌讚佛說無我淨因道，勸捨外執、開慧門；含卷末題記。
