# title	range	note
卷題與滅諦料簡	T30n1579_p0674a02-p0674a27	保留卷題、說者、譯者與「攝決擇分中聲聞地之二」分位；卷首空行 `0674a01` 不列入正文。
八聖道與三學三蘊	T30n1579_p0674a27-p0674b04	說何故以八聖支道為道諦，依三學與戒定慧三蘊建立。
戒慧定三蘊	T30n1579_p0674b05-p0674c02	分別正語、正業、正命為戒蘊，正見等為慧蘊，正念、正定為定蘊。
十一正見與三解脫門	T30n1579_p0674c03-p0675a01	列十一種正見，並判空行、無願行、無相行。
修道對治與四諦現觀	T30n1579_p0675a02-p0675b09	說修道中出世道總治三界煩惱、道後所得功德、四諦遍知與斷現觀。
諂曲十二過患與八行七事	T30n1579_p0675b10-p0675c13	釋如來誡不行諂誑，列諂曲十二過患、八種行與七種事。
麁語聲聞九相	T30n1579_p0675c14-p0676a03	說粗暴語聲聞不得教授現觀，列九種不可與語之相。
毘奈耶攝與犯出罪	T30n1579_p0676a04-p0676b16	以嗢拕南開十三門，先說攝、教勅、開聽、制止、犯處、有犯、無犯、出罪。
制立學處清淨與尸羅過失功德	T30n1579_p0676b16-p0676c04	列十種制立學處清淨、十種尸羅過失與十種尸羅功德。
十時不放逸：犯定生	T30n1579_p0676c05-p0677a06	十時不放逸之前三時：犯時、定時、臨命終生時。
十時不放逸：乞食至究竟	T30n1579_p0677a07-p0677c06	十時不放逸後七時：乞食、所作、受用利養、多聞、思法、遠離、通達究竟。
出家障與學罪觀察	T30n1579_p0677c07-p0678a11	列四種出家障、五處應學、六種重罪差別，以及持律者五相觀察所犯。
依止加行與攝受	T30n1579_p0678a12-p0678b12	說依七處於六處修加行，並辨毘奈耶中五種攝受及其清淨。
受用事清淨	T30n1579_p0678b13-p0678c01	由五因緣說所受用事不清淨，並保留卷末題；卷末有 CBETA 異體字殘留。
