# title	range	note
蘊分位總說	T30n1579_p0607a18-p0607a24	交代卷題與蘊分位總問。
得及三種定的建立	T30n1579_p0607a25-p0607b14	辨析得、無想定、滅盡定及無想天的分位、自性、補特伽羅與現起。
命根等不相應行	T30n1579_p0607b15-p0608a06	說明命根、眾同分、生老住無常及名句文身等建立。
諸蘊差別分類	T30n1579_p0608a07-p0608b25	依有色、有見、有對、有漏乃至三界繫等分別諸蘊。
善惡學斷與積聚義	T30n1579_p0608b26-p0608c19	說明善、不善、無記、學無學、見修所斷及蘊之積聚義。
色名二蘊與心心所相應	T30n1579_p0608c20-p0609b09	解釋色蘊、無色蘊得名，並破唯心實有說。
界事善巧總說	T30n1579_p0609b10-p0609c02	說明十八界的界限、實假、四句分別及聲界特殊情形。
界之同分取受與三界繫	T30n1579_p0609c03-p0609c29	分別同分、彼同分、能取所取、執受及三界所繫。
界義與六種界	T30n1579_p0610a01-p0610a27	闡釋界的意義、建立目的、六種界及勝義俗義中的見者。
十八界次第宣說因緣	T30n1579_p0610a28-p0610c07	說明三種、六種次第宣說因緣及各界作業差別。
諸界攝法與現起差別	T30n1579_p0610c08-p0611a17	說明十八界攝一切餘界，以及各色界、無色界有情的諸界現起。
處事善巧	T30n1579_p0611a18-p0611b14	分別十二處、觸處、處與眼及觸處的關係，並解釋處義。
緣生法與緣起五相	T30n1579_p0611b15-p0611c19	說明緣生法、緣起支的假實及五相建立，辨明苦因苦果。
無明自性與三行	T30n1579_p0611c20-p0612b04	辨明無明別有心所自性，並解釋身行、語行、意行。
十二支的業煩惱事分類與無知五生因	T30n1579_p0612b05-p0612c18	分判十二支所攝，並說明無知能生疑、愛、信解、見及增上慢。
五種雜染與緣起善巧結束	T30n1579_p0612c19-p0613a02	總結無明所生五種雜染，並回指本地分及本卷結文。
