# title	range	note
卷首題記	T29n1558_p0104a02-p0104a06	
隨眠繫事總判	T29n1558_p0104a07-p0104b02	先分自相、共相隨眠；注意過現未三世能繫差別。
三世實有之立宗	T29n1558_p0104b03-p0104b28	毘婆沙師以經說、二緣、境、果四義成立三世實有。
四師立世差別	T29n1558_p0104b29-p0105a06	法救、妙音、世友、覺天四說；論主評第三作用位說較善，旋即引出難破。
破作用立世	T29n1558_p0105a07-p0105b03	重點在體恒有則用應恒有，若用即體則三世義壞。
會通經說去來有	T29n1558_p0105b04-p0105b26	經部解「有去來」為曾有、當有，非如現在實有。
破二緣生識證	T29n1558_p0105b27-p0106a08	辨法塵只是所緣境，進而成立識可緣非有境。
破業果證與結三世論	T29n1558_p0106a09-p0106b08	經部以相續轉變說業果；末段收束三世傍論。
已斷未必離繫	T29n1558_p0106b09-p0106b24	區分「事已斷」與「事離繫」，遍行隨眠仍可緣繫。
十六法為十六識境	T29n1558_p0106b25-p0106c19	欲、色、無色及無漏法，各由幾識緣；頌與長行互相總攝。
隨眠隨增略例	T29n1558_p0106c20-p0107a18	以樂根、緣樂根識、緣緣樂根識為例，示範推算隨眠隨增。
十隨眠生起次第	T29n1558_p0107a19-p0107b10	無明引疑，乃至慢後生瞋；但只是依次第說，越次則不定。
煩惱起三因緣	T29n1558_p0107b11-p0107b20	因、境界、加行三力；即未斷隨眠、境現前、非理作意。
漏瀑流軛取之體	T29n1558_p0107b21-p0108a17	詳列欲漏、有漏、無明漏及四瀑流、四軛、四取的攝法差別。
隨眠等名義	T29n1558_p0108a18-p0108b11	以微細、隨增、隨逐、隨縛釋隨眠，並釋漏、瀑流、軛、取義。
卷尾	T29n1558_p0108b12	
