# title	range	note
卷題與阿賴耶識不說因	T30n1579_p0579a03-p0579a19	開卷題名、譯者、攝決擇分起首；「最深密記」與偈頌說明不為凡愚開演之故。
八相證有總標與依止執受	T30n1579_p0579a20-p0579b10	總列八種證成阿賴耶識有；先詳辨若無阿賴耶識則依止執受不成，五因要分清。
最初生起至業用差別不應理	T30n1579_p0579b11-p0579c07	依次論二識俱轉、意識明了、種子性、四種了別業用；注意「不應道理」是反證語氣。
身受、無心定、命終三證	T30n1579_p0579c08-p0579c22	由身受差別、無心定位識不離身、臨終冷觸漸起，證唯阿賴耶識能執持身。
流轉還滅總標與所緣轉相	T30n1579_p0579c23-p0580a28	嗢拕南總標四流轉一還滅；詳說內執受與外器相二所緣，並分界地所緣差別。
相應轉相	T30n1579_p0580a29-p0580b08	阿賴耶識恒與五遍行相應；受為不苦不樂、無記，翻譯時保留心所法術語。
互為緣性轉相	T30n1579_p0580b09-p0580b29	阿賴耶識為轉識種子與所依，轉識反熏長養、攝殖種子；注意現法、後法二層。
俱轉轉相	T30n1579_p0580c01-p0581a24	說阿賴耶識與末那、意識、五識及諸受善惡無記俱轉；多用譬喻說明俱轉不相違。
雜染根本與還滅轉依	T30n1579_p0581a25-p0581c27	阿賴耶識為有情、器世間、苦集根本；由修善、通達真如、轉依而斷雜染。
心意識勝義差別與成就四句	T30n1579_p0581c28-p0582a12	結示心意識名義差別，並以四句分別成就阿賴耶識與轉識。
十八界中識界建立	T30n1579_p0582a13-p0582a28	說六識界依根境助伴速疾轉變，故十八界中以識界自性建立；火喻要順。
識身遍知與心善巧	T30n1579_p0582a29-p0582c15	心清淨行苾芻以三相遍知自心：愛樂、過患、還滅方便；末段接心善巧與心轉善巧。
修心勝利、念住密意與住行施果	T30n1579_p0582c16-p0583a04	含熏修心二勝利、心混濁三過失、四念住唯觀心、三住六行、二種捨施與施果。
三世諸行非實有之證成	T30n1579_p0583a05-p0583b17	以六種生起皆不應理，證未來過去諸行非實非有；另辨過去現在未來行與生因待緣。
四緣、種子隨逐與損伏永害	T30n1579_p0583b18-p0584b02	說因緣等四緣、色心種子互隨逐，並辨世間道損伏與出世道永害種子。
阿羅漢退義辨析與卷終	T30n1579_p0584b03-p0584b20	以斷退、住退區分聖者退義；結論出世道斷煩惱定無退，並收卷題。
