# title	range	note
卷題與分位	T30n1579_p0328c02-p0328c06	保留卷題、說者、譯者與本地分分位；`0328c01` 為影像定位行，不列入正文。
三摩呬多地總標	T30n1579_p0328c07-p0329a03	含嗢拕南、總標與靜慮、解脫、等持、等至四類略列。
安立：等引地與離生喜	T30n1579_p0329a04-p0329b08	先辨等引地與欲界心一境性之別，再說初靜慮離生喜所斷五法與所修五法。
五蓋障相	T30n1579_p0329b09-p0329c22	解釋貪欲、瞋恚、惛沈睡眠、掉舉惡作、疑五蓋相。
五蓋食與非食	T30n1579_p0329c23-p0330c12	「食」為滋長蓋障之因，「非食」為對治因，勿譯成飲食。
靜慮支名安立	T30n1579_p0330c13-p0330c25	解釋尋、伺、喜、樂、心一境性等靜慮支名。
靜慮等至別名	T30n1579_p0330c26-p0331a03	以所治障、對治與自性差別說諸靜慮、三摩地、三摩鉢底、根本定等別名。
靜慮等至通名	T30n1579_p0331a04-p0332b28	廣釋三摩地、等持、三摩呬多、等至、靜慮等通名與有心無心差別。
作意總標：七作意與四十作意	T30n1579_p0332b29-p0332c17	合釋作意及相二門，先標七作意與四十作意。
四十作意行相	T30n1579_p0332c18-p0333b18	依四十種作意行相逐項白話化，術語以玄奘詞保留。
七作意攝四十作意	T30n1579_p0333b19-p0333c24	說四十作意如何攝入七作意。
所緣四相三十二相	T30n1579_p0333c25-p0335a02	先標所緣、因緣、應遠離、應修習四相，再展開三十二相。
本末相攝	T30n1579_p0335a03-p0335a09	說前後諸相皆攝入根本四相，並判白品、黑品、染污相。
卷末	T30n1579_p0335a10	卷末題獨立成段。
