# title	range	note
卷首題名	T29n1558_p0134b15-p0134b19	
智見差別與十智總立	T29n1558_p0134b20-p0134c23	注意忍非智、盡無生非見，以及十智二分、三分、四諦智關係。
他心智成立與所知限制	T29n1558_p0134c24-p0135a20	重點在勝地、勝根、勝位、過未心不可知，以及三乘知見道心差別。
盡智無生智差別與十智相攝	T29n1558_p0135a21-p0135b09	「我已知」屬盡智，「不應更知」屬無生智；留意後得智說。
十智建立因緣與法類對治	T29n1558_p0135b10-p0135b28	七緣立十智；滅道法智兼治上界修斷，類智不治欲界。
十智行相總辨	T29n1558_p0135b29-p0135c14	法類具十六行相；他心智有漏、無漏行相不同，且一念但緣一事。
他心智所知心相諍論	T29n1558_p0135c15-p0136b26	有貪心、離貪心、聚散沈掉等解釋多有論諍，翻譯需保留問難往復。
他心智境界與盡無生行相	T29n1558_p0136b27-p0136c12	他心智不取所緣與能緣行相；盡、無生除空與非我。
無漏行相是否越十六	T29n1558_p0136c13-p0137a02	迦濕彌羅師與外國師異說；「有是處、有是事」為判準。
十六行相實義與能所行	T29n1558_p0137a03-p0137c08	十六行相各釋其義；末段辨行相、能行、所行三門。
十智性地身念住與互緣	T29n1558_p0137c09-p0138a05	整理十智三性、依地、依身、念住攝，以及諸智互相緣。
十智所緣與總緣非我	T29n1558_p0138a06-p0138a28	十法為所緣；世俗智總緣一切法時仍除自品。
諸位成就智數	T29n1558_p0138a29-p0138b12	異生、見道、修道、無學鈍利根成就智數不同。
見道位修智	T29n1558_p0138b13-p0138c15	見道十五心同類未來修；三類智兼修現觀邊俗智。
修道離染與無學初修	T29n1558_p0138c16-p0139a15	辨修道初念、斷欲斷上、有頂、無學初剎那所修智數。
練根雜修通與餘功德修	T29n1558_p0139a16-p0139c10	學無學練根、雜修、修通、四無量等功德，智數繁密需對照頌文。
未來修地與四修義	T29n1558_p0139c11-p0140a16	辨依地修、初盡智遍修、曾得非修，以及得修等四修。
卷尾	T29n1558_p0140a17	
