# title	range	note
題名與一切種子識具三界種子	T30n1579_p0284a24-p0284b10	首段含經題、譯者與「本地分中意地第二之二」。注意「般涅槃法者／不般涅槃法者」三菩提種子之有無，及三界自體中互具三界種子之義；羯羅藍增長中地水火風四界功能須分明對譯。
種子識勝因與處胎受	T30n1579_p0284b11-p0284b21	戲論為生自體最勝因，淨不淨業為族姓色力等果最勝因；凡夫計我我所、聖者觀苦；處胎本性受屬異熟所攝，餘受或異熟生或境界緣生。注意「新熏」「已受果」之邏輯。
未與果、麁重隨眠與種子異名	T30n1579_p0284b22-p0284c13	順生受、順後受、順不定受差別；煩惱品名麁重亦名隨眠，異熟及無記品唯名麁重，善法品非麁重非隨眠；行苦安立。末列界、種姓、薩迦耶、阿賴耶等十餘異名，須保留梵音並加註。
轉依與胎藏時節資長	T30n1579_p0284c14-p0284c25	般涅槃時轉捨染污種子所依、轉得內緣自在；三十八七日加四日出生，九月極滿、八月圓滿、七月六月缺減；六處位與微細位資長津味不同。注意「七日」為七日一階之胎藏計數。
胎藏八位差別	T30n1579_p0284c26-p0285a05	羯羅藍、遏部曇、閉尸、鍵南、鉢羅賒佉、髮毛爪、根、形八位，逐一依其形相釋名，音譯與義譯並陳。
胎中變異與出生次第	T30n1579_p0285a06-p0285b04	由先業力及母不避不平等力致髮、色、皮、支分四類變異；男左女右倚腹向脊之住位；產門正生位，生後觸觸、學世事、耽家室、造業、受用境界，隨業往五趣或涅槃。注意風力、業報風之作用。
有情四緣與生死流轉難悟	T30n1579_p0285b05-p0285b18	父母精血所引、食所資養、隨逐守護、隨學造作身語業四緣；展轉受苦樂未得出離；末明「我無若分若誰若事」甚深句義，為內分死生略說之結。此段義理幽微，譯時宜放慢語氣。
外分壞成與三災劫量	T30n1579_p0285b19-p0285c11	外分由業散壞異於內分壽盡；器世間業決定劫住；火災壞至梵世、水災至第二靜慮、風災至第三靜慮，第四靜慮無災；八十中劫為一大劫；梵世三天壽量以中劫數異相建立。注意中劫、大劫之換算。
火災能壞世間與三小災	T30n1579_p0285c12-p0286a16	壽量八萬歲漸減至十歲，一減一增合為一中劫；儉災(三十歲)、病災(二十歲)、刀災(十歲)三小災之相、持續時日與厭離息災。注意「七年七月七日七夜」「七月七日七夜」「七日」之差別。
住劫盡與七日所燒器世間壞	T30n1579_p0286a17-p0286b16	最後增已那落迦唯沒不生，傍生餓鬼亦爾；人中有情得第二靜慮生極淨光天，五趣世間空；無雨枯槁，復現六日輪合七日輪，六所燒事次第枯竭燒然至梵世，灰墨影皆不可得，二十中劫壞已復二十中劫空住。
水災與風災	T30n1579_p0286b17-p0286b26	過七火災有水災起於第二靜慮，如水消鹽，俱沒已二十中劫住；七水災過已復七火災，無間風災起於第三靜慮，如風乾支節復能消盡，俱沒已二十中劫住。注意「過七火災」「七水災過已復七火災」之循環。
世間成與器世間安立	T30n1579_p0286b27-p0287a10	二十中劫後世間復成；先成第三靜慮，次第二、初；災頂有情壽業福盡次第下生；大梵懷不悅發願引他來生；欲界四天宮殿如化；大風輪仰周、傍側二相持水，金藏雲降雨，金性地輪成，風鼓水堅；清淨成蘇迷盧山四寶為體，中品成七金山，下品成四洲八中洲輪圍山、非天宮、雪山、那洛迦、鬼傍生處。注意風輪→水→地輪之生成次第。
四洲內海外海與龍神居處	T30n1579_p0287a11-p0287b27	四洲名、形狀與踰繕那量；七金山間內海具八支德，八大龍王並劫住，龍與妙翅鳥各四生；外海；蘇迷盧四重級住堅手等神，頂四峯藥叉；持雙山四王都及四王村邑；非天脅大金崖、善住龍王、漫陀吉尼池；無熱大池八支德水，派流殑伽、信度、私多、縛芻四大河；贍部樹、設拉末梨林、四洲眷屬與羅剎洲。
劫初有情世間與四姓日月	T30n1579_p0287b28-p0288a14	有情從極淨光天來生，劫初業第一微妙，色從意生，無家宅地皆平正；地味、地餅、林藤、不種粳稻次第而出，後有糠粰；多食起惡色、光明滅、相輕毀而味沒；起愛染、男女根生、起邪行造室宅；攝受粳稻起爭奪生不與取，立司契者大等意王，四姓出現；光明滅生黑闇，日月星宿起；日火頗胝、月水頗胝，月行速不定，日輪俱明俱闇二洲，歷蘇迷盧半而行，遠近立寒熱分，月側見圓缺，海中魚鼈影現黑相，星宿量大小；四姓生已起五趣業，靜息王與那洛迦卒、苦具先成，隨業受生。
三千大千世界與諸事類總列	T30n1579_p0288a15-p0288b09	百拘胝四洲、蘇迷盧、六欲天、梵世間俱成俱壞；小千、中千、大千合成三千大千世界即一佛土，十方無邊正壞正成如雨注車軸；五趣四生、六依持、十時分、七攝受、十資具、十受欲、八隨行、八世法、三品、三世事、三語言、二十二發憤、六十二有情、八位、四入胎、四威儀、六活命、六守護、七苦、七慢、七憍、四言說、眾多言說句之總標。
五趣四生六依持等別釋（上）	T30n1579_p0288b10-p0288c25	那落迦等五趣、卵胎濕化四生各別舉例；六依持（建立、藏覆、豐稔、安隱、日月、食）、七攝受事、十身資具、八數隨行、三世事、三語言（法、無法、餘）、二十二發憤逐一列釋。注意條目次第與譯名一致性。
六十二種有情之類	T30n1579_p0288c26-p0289a18	自那洛迦至轉輪王六十二類有情次第列舉，末別明轉輪王一至四洲鐵銅銀金四輪應現。譯時注意「苾芻、苾芻尼、正學、勤策、近事」等戒律稱謂，及三聚定、見諦、有學無學等階位。
八位四入胎六活命等別釋（下）	T30n1579_p0289a19-p0289b12	八位（處胎至耄熟）之年歲分段；四入胎正知不正知之四句配輪王、獨覺、菩薩、所餘；六活命、六守護（象馬車步藏友）、七苦、七慢（慢乃至邪慢）、七憍（無病乃至多聞憍）。
四言說與眾多言說句（卷尾）	T30n1579_p0289b13-p0289c20	依見聞覺知四種言說；眾多言說句攝釋詞、戲論、攝義等，字母攝義，列地根境法乃至補特伽羅等種種句；七言論句即七例句（補盧沙等）；又施設、教勅、法律、世事乃至流轉、定異、相應、勢速、次第、時方數、和合不和合等無量句。末標「瑜伽師地論卷第二」卷尾。注意梵語七例聲保留音譯。
