# title	range	note
卷首題記	T29n1558_p0072b02-p0072b06	標明卷次、作者譯者與品名。
無表三類與三律儀	T29n1558_p0072b07-p0072b16	先總分無表為律儀、不律儀、非二，再列律儀三種。
別解脫八名四體	T29n1558_p0072b17-p0072c24	注意「形轉名異」與三律儀同身並存、不相違的論證。
四別解脫之安立與名義	T29n1558_p0072c25-p0073a27	近事、近住、勤策、苾芻依所離法數安立；並釋尸羅、妙行、業、律儀、別解脫、業道。
三律儀成就與斷律儀	T29n1558_p0073a28-p0073c05	含別解脫、靜慮、道生律儀之成就者，及斷律儀、意根律儀的界定。
無表與表業成就時分	T29n1558_p0073c06-p0074b11	分別律儀、不律儀、住中者之無表成就三世，以及表業與無表四句。
律儀得法與受戒期限	T29n1558_p0074b12-p0074c27	靜慮、道生、別解脫律儀得法不同；別解脫戒限盡壽或晝夜。
不律儀期限與經部異說	T29n1558_p0074c28-p0075a17	惡戒無一晝夜受；經部以不善意樂相續釋不律儀，非立實無表。
近住戒受法與名義	T29n1558_p0075a18-p0075b12	晨旦、下座、從師、隨教、具支、離嚴飾、晝夜等條件須逐項掌握。
近住八支與齋支諍論	T29n1558_p0075b13-p0075c17	八支分戒、不逸、禁三類；後段辨離非時食為齋體或齋支之諍。
近住、近事與五戒具缺	T29n1558_p0075c18-p0076b13	處理未受近事亦可受近住、三歸與近事成立、五戒具足或一分等問題。
律儀品位與三歸體義	T29n1558_p0076b14-p0077a01	律儀下中上隨受心；三歸以佛、僧所成法及涅槃擇滅為所歸。
近事戒制邪行與妄語	T29n1558_p0077a02-p0077b03	說明近事只制欲邪行、虛誑語的理由，含「如誓得律儀」。
飲酒遮罪與放逸處	T29n1558_p0077b04-p0077c12	辨飲酒為遮罪或性罪，最後釋窣羅、迷麗耶、末陀與放逸處。
