# title	range	note
卷首題記	T29n1558_p0098b13-p0098b17	保留卷名、作者、譯者、品名資訊。
隨眠為有本與六隨眠	T29n1558_p0098b18-p0098c04	說明業由隨眠增長，六隨眠為諸有根本。
六隨眠開七與體性諍	T29n1558_p0098c05-p0099a15	注意毘婆沙師與經部對「隨眠」實體、纏與種子的不同解釋。
有貪義與六開十	T29n1558_p0099a16-p0099b05	有貪指上二界貪；六隨眠因見分五而成十。
九十八隨眠與見修所斷	T29n1558_p0099b06-p0099c26	依行、部、界建立九十八；注意欲界三十六、色無色各三十一。
五見自體與戒禁取所斷	T29n1558_p0099c27-p0100b20	五見定義要精準；後段質疑非因計因何以唯見苦斷。
四顛倒體與想心倒	T29n1558_p0100b21-p0101a07	四倒以三見為體；想心隨見力立倒名，並述有部異說。
慢類差別與聖者不起	T29n1558_p0101a08-p0101b24	七慢、九慢類需分清；修所斷中有聖者未斷而不起者。
遍行隨眠與上緣	T29n1558_p0101b25-p0102a09	遍行限見苦集所斷見疑及無明；注意除身邊見外九種能上緣。
緣有漏無漏分別	T29n1558_p0102a10-p0102b14	六種能緣無漏；貪瞋慢二取不緣無漏的理由各別。
所緣隨增與相應隨增	T29n1558_p0102b15-p0102c12	無漏與上境雖可為所緣，但無隨增義。
不善無記與三不善根	T29n1558_p0102c13-p0103a05	上二界隨眠及欲界身邊見等為無記；欲界貪瞋不善癡為不善根。
無記根異說與十四無記	T29n1558_p0103a06-p0103a23	迦濕彌羅立三無記根，外方師立四；十四無記屬應捨置問。
四種問記總說	T29n1558_p0103a24-p0103b18	一向、分別、反詰、捨置四記，以死、生、人勝劣、蘊我一異為例。
對法與契經所說問記	T29n1558_p0103b19-p0103c28	末段依對法師及大眾部契經詳列四問記；最後含卷尾題記。
