# title	range	note
卷首題名與譯號	T30n1579_p0294b08-p0294b12	卷題、造論者、譯者具名，照錄即可不必翻譯；「本地分中有尋有伺等三地之一」為品題
總標三地與五門建立	T30n1579_p0294b13-p0294b20	含總嗢拕南與別嗢拕南兩偈頌，嗢拕南（uddāna）為攝頌，宜保留偈頌體並說明五門、八相綱目
界建立八相與數建立三地分判	T30n1579_p0294b21-p0294c09	「墮攝界／非墮攝界」「靜慮中間」「離尋伺欲道理」等術語須精確；段末「處所建立者」一句已開啟下段，翻譯時銜接
處建立之欲界三十六處	T30n1579_p0294c10-p0295a02	八大那落迦、八寒那落迦名相眾多，音譯字（𠿒哳詀、郝郝凡等）照錄加註；踰繕那為長度單位
處建立之色界十八處	T30n1579_p0295a03-p0295a14	三靜慮各三天依軟中上品熏修，五淨居天與大自在住處注意「軟中上上勝上極品」五品差別
無色界處所與有情量建立	T30n1579_p0295a15-p0295b02	「四處所或無處所」義理須點出無色界無方所；身量單位肘、拘盧舍、踰繕那換算關係宜加註
壽建立	T30n1579_p0295b03-p0295c07	天壽與地獄壽層層換算是難點，注意「以某天壽量成某獄一日一夜」結構；段末「餘滓身」概念須解釋
受用建立總標與等活至大號叫五獄苦	T30n1579_p0295c08-p0296a18	先總標三種受用與五趣苦，再逐一釋等活、黑繩、眾合、號叫、大號叫得名因緣；「乃至先世所造惡業未盡未出」為重複套語可統一譯法
燒熱極燒熱無間三獄苦	T30n1579_p0296a19-p0296c04	刑具描寫細節多（鐵𨫼、鐵丳、鐵鑊、洋銅），「熱、極熱、遍極燒然」三階套語宜統一；無間得名之「無有間隙」須譯出雙關
近邊那落迦四園	T30n1579_p0296c05-p0297a12	煻煨、屍糞泥、刀劍刃路、刃葉林、鐵設拉末梨林、灰水河次第相連，段末說明何以總為「四園」，邏輯須交代清楚
寒那落迦與獨一那落迦	T30n1579_p0297a13-p0297a29	八寒獄各依身相或苦音立名，皰、皰裂、青蓮、紅蓮等得名因緣須譯明；引《吉祥問採菉豆子經》為經證
傍生趣苦	T30n1579_p0297b01-p0297b04	段落短小，重點在相殘、不自在、為人天資生具三種苦
餓鬼趣三種	T30n1579_p0297b05-p0297b24	外障、內障、飲食無障三分結構清楚，猛焰鬘、食糞穢為鬼名須標出
人趣匱乏苦	T30n1579_p0297b25-p0297c02	七種匱乏苦宜列點；段末「那落迦中謂死為樂故不立死苦」的簡別須譯出，末句已轉入天趣
天趣三苦非天與上二界苦樂	T30n1579_p0297c03-p0298a04	天子五衰相、天與非天戰諍、非天實是天類之判攝為重點；色無色界「麁重苦」與無漏界「勝義樂」義理須準確
諸趣受樂與轉輪王七寶	T30n1579_p0298a05-p0298a21	說何趣有樂受起，人中輪王樂最勝；王四洲至王一洲降伏方式遞降的對比結構宜保留
諸天宮殿諸樹富樂	T30n1579_p0298a22-p0298b19	食樹、飲樹、乘樹、衣樹、莊嚴具樹、集會樹等排比句式，蘇陀四味、末尼等名相加註
非天北洲帝釋天宮與卷末	T30n1579_p0298b20-p0298c25	普勝殿百樓觀層層數字結構、四園苑名、善法堂、晝夜之相與五欲放逸；末行為卷尾題記照錄
