# title	range	note
卷題品名	T29n1558_p0013b06-p0013b10	標示卷次、作者譯者與〈分別根品〉開端。
根義總標與增上傳說	T29n1558_p0013b11-p0013c16	先釋根為最勝自在增上，依毘婆沙傳說說五根、四根、五受、八根各於何法增上。
依了境等重釋立根	T29n1558_p0013c17-p0014a24	改由了別自境、男女二性、同分住、雜染清淨、三無漏道果等說二十二根成立。
遮餘法立根	T29n1558_p0014a25-p0014b08	說明無明、語具、手足等雖有作用，仍不具此處根相，不應立根。
流轉還滅立根	T29n1558_p0014b09-p0014c02	餘師依流轉、還滅二門說根量，並續遮語具等非增上。
五受三無漏根體	T29n1558_p0014c03-p0015a12	正釋苦樂喜憂捨五受根，及未知當知、已知、具知三無漏根。
有漏無漏門	T29n1558_p0015a13-p0015b05	分判二十二根唯無漏、唯有漏、通二，並辨信等五根通有漏無漏。
異熟非異熟門與留捨壽行	T29n1558_p0015b06-p0016a29	以命根為主論異熟，旁論阿羅漢留壽捨壽、命行壽行差別，後回到各根異熟判攝。
有異熟與三性門	T29n1558_p0016b01-p0016b20	分判有異熟無異熟，接著判善、不善、無記三性。
三界繫門	T29n1558_p0016b21-p0016c08	說欲界、色界、無色界各攝幾根，注意女男憂苦及色喜樂之除遣。
三斷門與初得根	T29n1558_p0016c09-p0017a04	先判見所斷、修所斷、非所斷，再說三界受生初位所得異熟根。
死位後滅根	T29n1558_p0017a05-p0017a22	依無色、色、欲界及頓死漸死、善心死等差別，說最後滅根數。
證沙門果所依根	T29n1558_p0017a23-p0017c03	說四沙門果由幾根證得，並會通本論阿羅漢十一根之說。
成就諸根差別	T29n1558_p0017c04-p0018a13	依成就某根必定兼成就幾根，逐項說定成與不定成。
極少極多成就與結卷	T29n1558_p0018a14-p0018b08	說極少八根、極多十九根成就，總結二十二根分別竟並標卷末。
