# title	range	note
卷首題署	T29n1558_p0129a13-p0129a17	保留卷名、作者、譯者、品名，不入義理翻譯主段。
六阿羅漢與二解脫	T29n1558_p0129a18-p0129b08	說六種阿羅漢，前五名時解脫，後一名不時解脫；注意「時愛心解脫」與「不動心解脫」。
六種性先後得與差別	T29n1558_p0129b09-p0129b28	辨種性先有或練根後得，並釋退法至不動法六名；末段兼論三界有無。
種性退與果退	T29n1558_p0129b29-p0129c18	分別誰從種性退、誰從果退；注意「非先」指不退先所得性與先所得果。
無退先果之理	T29n1558_p0129c19-p0130a15	以見所斷惑依無事故，成立先果不退；須區分見所斷與修所斷惑。
經部無退果說	T29n1558_p0130a16-p0130c14	經部主張阿羅漢果不退，舉教證與理證；注意「退」多指現法樂住非應果。
毘婆沙退果與三退	T29n1558_p0130c15-p0131a08	回到毘婆沙阿羅漢果有退義，並說學、異生亦六種性及已得退、未得退、受用退。
退果不命終與練根道	T29n1558_p0131a09-p0131b10	說從果退者必速還得，不中間命終；續明無學、有學練根所用無間道與解脫道。
無學九種與七聖者	T29n1558_p0131b11-p0131c08	總攝無學九聖與七聖者，依加行、根、滅定、解脫建立名目。
俱解脫慧解脫與滿位	T29n1558_p0131c09-p0132a03	釋俱解脫、慧解脫，並辨有學滿與無學滿所依根、果、定。
四道與四通行	T29n1558_p0132a04-p0132a27	總攝諸道為加行、無間、解脫、勝進四道，並依地與根說苦樂遲速四通行。
三十七覺分名義實體	T29n1558_p0132a28-p0132b23	列三十七菩提分法，說其實體唯十或毘婆沙十一；注意名數與實法不同。
念住正斷神足根力	T29n1558_p0132b24-p0132c17	解釋四念住、四正斷、四神足，以及信等五根五力次第。
覺分增位與次第異說	T29n1558_p0132c18-p0133a25	依初業、順決擇、修道、見道說七品增勝，並列有餘師對經中次第之解。
覺分有漏無漏與地攝	T29n1558_p0133a26-p0133b08	辨七覺支、八道支唯無漏，其餘通二；再依諸地分別三十七覺分具闕。
四證淨	T29n1558_p0133b09-p0133c08	說佛、法、僧、戒四證淨，依見道位得，實體為信與戒，皆唯無漏。
無學十支與解脫智	T29n1558_p0133c09-p0134a01	說有學但八支，無學具正解脫、正智；解脫有有為無為，正智即盡智無生智。
心解脫與斷障時位	T29n1558_p0134a02-p0134a18	辨無學心何時解脫，以及道在正滅位能斷障；注意現在、未來位相。
三界與厭離四句	T29n1558_p0134a19-p0134b12	釋斷界、離界、滅界皆以無為解脫為體，並以苦集滅道緣境成立厭離四句。
