# title	range	note
卷首題名	T30n1579_p0594c21-p0594c25	卷名、說譯者與本卷品目。
識蘊五差別總標及前三門	T30n1579_p0594c26-p0595a09	先總列識蘊五種差別，再釋安住、雜染、所依三門。
識住差別廣釋	T30n1579_p0595a10-p0595c11	重點在四識住、依取所緣、識住因緣邊際與寂止；「唯識不立識住」須譯清楚。
識蘊異相差別	T30n1579_p0595c12-p0596a13	依經說心相、三界無漏分類、斷道分類與修定三品說明心識異相。
諸蘊宣說次第	T30n1579_p0596a14-p0596b15	以生起、對治、流轉、住、安立五種所作解釋五蘊排列次第。
五蘊相攝與十六攝義	T30n1579_p0596b16-p0596c21	說五蘊攝蘊界處有支等，又列十種攝；注意「全攝、少分攝」的範圍。
色蘊分別總標	T30n1579_p0596c22-p0596c25	以下轉入色蘊別義，嗢拕南是綱目偈。
色蘊物類與實假	T30n1579_p0596c26-p0597b19	依相攝、不相離攝、界攝辨眼等；並說觸處假立、色界無現香味、法處色實假與定所行色。
欲色二界色差別及色蘊六相	T30n1579_p0597b20-p0597c18	欲界、色界實色差別；色蘊自相、共相、依屬、受用、業、微細六相。
極微建立與勝利	T30n1579_p0597c19-p0598b08	極微由分別安立非實體；兼說五眼所行、無生滅、非理思議與修觀勝利。
色物五種生	T30n1579_p0598b09-p0599a14	依止生、種子生、勢引生、攝受生、損減生；含大種造色、異果轉成異果與中有成立。
色蘊安立諸義	T30n1579_p0599a15-p0599b23	說大種先據處所、四大麁顯、聲非相續、風、空界、形色假有、定果色與三類有對無對。
色蘊三流相續	T30n1579_p0599b24-p0599c21	等流、異熟生、長養三流；注意色根、非根色、法處色及欲色界成熟差別。
四大種與造色作業	T30n1579_p0599c21-p0600a17	四大各有五業，大種對造色亦有五業；另說善不善表色與運動非別實物。
色蘊剎那滅義	T30n1579_p0600a18-p0600b11	破火等為滅因、滅相為滅因等執，成立諸行任運剎那滅。
大種造色異相	T30n1579_p0600b12-p0600b25	以根所行、可運轉、變異等差別，證明造色與大種相異。
色法根境所行	T30n1579_p0600b26-p0601a21	說五根、六境，根壞不壞、意根壞因、境界現前與六種所行性。
色蘊互相雜住與卷末	T30n1579_p0601a22-p0601a26	欲界身發色界大種，以下界色共住如水處沙；末行為卷尾題。
