# title	range	note
卷首題記	T29n1558_p0113c02-p0113c06	卷名、作者、譯者、品名照原文處理。
見修二道與四諦總標	T29n1558_p0113c07-p0113c18	承前說斷煩惱，重點在見道唯無漏、修道通有漏無漏。
四諦次第與聖諦義	T29n1558_p0113c19-p0114b01	苦集滅道依現觀次第說；留意醫王譬喻與「聖諦」之義。
三苦攝一切有漏行	T29n1558_p0114b02-p0114c22	說苦苦、壞苦、行苦；樂受亦由無常違聖心故觀為苦。
實有樂受之諍辯	T29n1558_p0114c23-p0116a08	先列他部「受唯是苦」教理，再由對法師破斥，成立樂受實有。
集諦不唯是愛	T29n1558_p0116a09-p0116b10	經偏說愛為集是就勝因、起因說；阿毘達磨依法相廣攝業愛無明等。
二諦差別	T29n1558_p0116b11-p0116b28	世俗諦以破析後覺無為準；勝義諦以破析後覺仍有為準。
趣見諦道之前方便	T29n1558_p0116b29-p0116c23	先住淨戒，次修聞思修三慧；注意三慧所緣與成因兩種解釋。
淨治身器與四聖種	T29n1558_p0116c24-p0117b03	身心遠離、少欲喜足、四聖種；對治衣服飲食臥具及有無有之愛。
入修二門	T29n1558_p0117b04-p0117b16	貪行者修不淨觀，尋行者修持息念。
不淨觀之骨鎖三位	T29n1558_p0117b17-p0117c21	骨鎖觀通治四貪；初習業、已熟修、超作意三位次第勿混。
不淨觀體性諸門	T29n1558_p0117c22-p0118a04	無貪為性，通十地，緣欲界色，人趣三洲修，有漏，通離染得與加行得。
持息念體性與六相	T29n1558_p0118a05-p0118b19	阿那阿波那念以慧為性；六相為數、隨、止、觀、轉、淨。
息之差別與卷末	T29n1558_p0118b20-p0118c06	入出息依身心差別而轉；末行為卷尾題記。
